date,n_obs,n_null,n_outlier,mean_all,mean_clean,std_clean,outlier_pct
2025-12-03,60057,130416,19876,-539920.0,-0.0021290883887559175,0.22909238934516907,10.43507478750269
2025-12-04,60126,130352,21003,503524.1,-0.005949841812252998,0.23316489160060883,11.02647024853264
2025-12-05,60121,130335,20907,91095.445,-0.004613709636032581,0.23160593211650848,10.977338597891377
2025-12-08,60193,130288,21663,-179336.88,-0.0003514767740853131,0.232042133808136,11.372787837107113
2025-12-09,60062,130422,21011,257378.05,-0.0032623284496366978,0.23281651735305786,11.030322756766973
2025-12-10,60137,130345,22396,-384779.78,-0.0067056454718112946,0.23454204201698303,11.757541394987452
2025-12-11,60217,130269,22041,-897286.4,-0.0024605882354080677,0.23302218317985535,11.570929097151497
2025-12-12,60268,130208,22251,1016923.8,0.003855789313092828,0.23543161153793335,11.681786681786683
2025-12-15,60281,130203,22549,-669613.56,-0.0014078208478167653,0.23608297109603882,11.83773965267424
2025-12-16,60263,130220,21936,168327.7,0.005308575462549925,0.2352854311466217,11.515988303418153
2025-12-17,60354,130127,22452,513298.28,0.0038057377096265554,0.234651118516922,11.787002378189952
2025-12-18,60315,130172,22533,-336061.1,0.001279837335459888,0.23731020092964172,11.82915369552778
2025-12-19,60198,130269,20964,-263090.75,-0.0011019373778253794,0.23229508101940155,11.006631069949126
2025-12-22,60074,130792,19592,400311.3,-0.001299563329666853,0.23105488717556,10.264793100918968
2025-12-23,59971,130880,17135,-292095.88,0.0016792919486761093,0.22242936491966248,8.978208130950323
2025-12-24,33091,73291,9566,533449.6,-0.0037439404986798763,0.22331824898719788,8.992122727529093
2025-12-26,59317,131470,13674,115365.98,-0.0020435794722288847,0.21860943734645844,7.167154994837174
2025-12-29,59810,131019,16652,-220621.62,0.00399239594116807,0.22666732966899872,8.726137012718192
2025-12-30,59723,131113,14699,-410208.84,0.004555779509246349,0.2240179181098938,7.702425118950303
2025-12-31,59534,131277,13761,241654.66,0.013532660901546478,0.2222716361284256,7.211848373521443
